No,words,transliteration,chinese,example sentence
1971,vivid,/ˈvɪvɪd/,adj. 生动的；鲜明的,He gave a vivid description.
1972,on the rise,/ɒn ðə raɪz/,在上升；在增长,Prices are on the rise.
1973,emphasize,/ˈemfəsaɪz/,v. 强调；着重,We must emphasize the importance of safety.
1974,punishment,/ˈpʌnɪʃmənt/,n. 惩罚,He received a severe punishment.
1975,transfer,/ˈtrænsfɜː(r)/ /trænsˈfɜː(r)/,v./n. 转移；转账,I will transfer the money to you.
1976,improper,/ɪmˈprɒpə(r)/,adj. 不合适的；不正当的,This is improper behavior.
1977,competitive,/kəmˈpetətɪv/,adj. 有竞争力的；竞争的,The price is very competitive.
1978,conceive,/kənˈsiːv/,v. 构想；怀孕,He conceived a new plan.
1979,refrigerate,/rɪˈfrɪdʒəreɪt/,v. 冷藏；冷冻,Refrigerate the food to keep it fresh.
1980,impact,/ˈɪmpækt/ /ɪmˈpækt/,n. 影响 v. 冲击,The policy has a great impact.
1981,rsvp,/ˌɑːr es viː ˈpiː/,v. 敬请回复（请柬用语）,Please RSVP to the invitation.
1982,implicate,/ˈɪmplɪkeɪt/,v. 牵连；暗示,His words implicate others.
1983,falsify,/ˈfɔːlsɪfaɪ/,v. 伪造；篡改,He tried to falsify the records.
1984,monopoly,/məˈnɒpəli/,n. 垄断；专卖,The company has a monopoly on the market.
1985,abundant,/əˈbʌndənt/,adj. 大量的；丰富的,The country has abundant resources.
1986,tenant,/ˈtenənt/,n. 租户；房客,The tenant pays rent monthly.
1987,proportion,/prəˈpɔːʃn/,n. 比例；部分,The proportion of men to women is 2:1.
1988,exhibit,/ɪɡˈzɪbɪt/,v. 展览；展示 n. 展品,They exhibit paintings in the gallery.
1989,prescribe,/prɪˈskraɪb/,v. 开药方；规定,The doctor prescribed some medicine.
1990,refer,/rɪˈfɜː(r)/,v. 参考；提及；查阅,Refer to the manual for details.
1991,burglar,/ˈbɜːɡlə(r)/,n. 窃贼；入室盗窃者,A burglar broke into the house.
1992,chore,/tʃɔː(r)/,n. 家务琐事；杂活,Doing dishes is a daily chore.
1993,make the most of,/meɪk ðə məʊst ɒv/,充分利用,Make the most of your time.
1994,landing,/ˈlændɪŋ/,n. 着陆；登陆,The plane made a safe landing.
1995,performance,/pəˈfɔːməns/,n. 表现；表演,His performance at work is excellent.
1996,unrealistic,/ˌʌnriːəˈlɪstɪk/,adj. 不切实际的,Your plan is unrealistic.
1997,garage,/ˈɡærɑːʒ/,n. 车库；修理厂,Park the car in the garage.
1998,security,/sɪˈkjʊərəti/,n. 安全；保安,The building has good security.
1999,prefer,/prɪˈfɜː(r)/,v. 更喜欢；宁愿,I prefer tea to coffee.
2000,embargo,/ɪmˈbɑːɡəʊ/,n./v. 禁运；禁止贸易,They imposed an embargo on oil.
2001,ability,/əˈbɪləti/,n. 能力；才能,He has the ability to solve problems.
2002,interview,/ˈɪntəvjuː/,n./v. 面试；采访,I have a job interview tomorrow.
2003,consumption,/kənˈsʌmpʃn/,n. 消费；消耗,Energy consumption is increasing.
2004,advertisement,/ədˈvɜːtɪsmənt/,n. 广告,I saw an advertisement on TV.
2005,repress,/rɪˈpres/,v. 抑制；镇压,He tried to repress his anger.
2006,in accordance with,/ɪn əˈkɔːdns wɪð/,根据；依照,Act in accordance with the law.
2007,whereas,/ˌweərˈæz/,conj. 然而；鉴于,"He is tall, whereas his brother is short."
2008,complacent,/kəmˈpleɪsnt/,adj. 自满的；得意的,Don’t be complacent with your success.
2009,intention,/ɪnˈtenʃn/,n. 意图；目的,His intention is good.
2010,settle,/ˈsetl/,v. 解决；定居,We settled the dispute peacefully.
2011,view,/vjuː/,n. 观点；风景 v. 看待,"In my view, it is a good idea."
2012,form,/fɔːm/,n. 表格；形式 v. 形成,Please fill in the form.
2013,rebate,/ˈriːbeɪt/,n. 返利；折扣 v. 退还,You can get a tax rebate.
2014,leave,/liːv/,v. 离开；留下 n. 假期,I will leave for Beijing tomorrow.
2015,meaningful,/ˈmiːnɪŋfl/,adj. 有意义的,It was a meaningful experience.
2016,fraudulent,/ˈfrɔːdjələnt/,adj. 欺诈的,He was charged with fraudulent activity.
2017,priority,/praɪˈɒrəti/,n. 优先；优先权,Safety is our top priority.
2018,hilarious,/hɪˈleəriəs/,adj. 极滑稽的；爆笑的,The show is absolutely hilarious.
2019,refute,/rɪˈfjuːt/,v. 反驳；驳斥,He tried to refute my argument.
2020,deluxe,/dəˈlʌks/,adj. 豪华的,We stayed in a deluxe suite.
2021,encompass,/ɪnˈkʌmpəs/,v. 包含；包围,The plan encompasses all aspects.
2022,air pollution,/eə pəˈluːʃn/,n. 空气污染,We must reduce air pollution.
2023,buy out,/baɪ aʊt/,买断；收购全部股份,They decided to buy out the partner.
2024,cite,/saɪt/,v. 引用；引证,He cited a famous saying.
2025,discredited,/ˈdɪskredɪtɪd/,adj. 名誉扫地的；不可信的,The theory is now discredited.
2026,comprehend,/ˌkɒmprɪˈhend/,v. 理解；领会,I cannot fully comprehend it.
2027,gather,/ˈɡæðə(r)/,v. 聚集；收集,Gather your things and leave.
2028,inspire,/ɪnˈspaɪə(r)/,v. 激励；启发,His speech inspired the audience.
2029,copy paper,/ˈkɒpi ˈpeɪpə(r)/,n. 复印纸；打印纸,We need more A4 copy paper.
2030,service,/ˈsɜːvɪs/,n. 服务；维修,The hotel provides good service.
2031,operate,/ˈɒpəreɪt/,v. 操作；经营,The machine operates smoothly.
2032,sluggish,/ˈslʌɡɪʃ/,adj. 迟缓的；萧条的,The economy remains sluggish.
2033,accrue,/əˈkruː/,v. 积累；自然增长,Interest will accrue over time.
2034,forecast,/ˈfɔːkɑːst/,n./v. 预测；预报,The weather forecast is sunny.
2035,cut off,/kʌt ɒf/,切断；中断,The storm cut off the power.
2036,portion,/ˈpɔːʃn/,n. 部分；一份,A small portion of food is enough.
2037,telephone,/ˈtelɪfəʊn/,n. 电话 v. 打电话,"Answer the telephone, please."
2038,log in,/lɒɡ ɪn/,登录,Log in with your account.
2039,log on,/lɒɡ ɒn/,登录；上线,You can log on to the system.
2040,dramatic,/drəˈmætɪk/,adj. 戏剧性的；巨大的,There was a dramatic change.
2041,rehearsal,/rɪˈhɜːsl/,n. 排练；彩排,We have a rehearsal this afternoon.
2042,intent,/ɪnˈtent/,n. 意图 adj. 专注的,His intent is clear.
2043,transport,/ˈtrænspɔːt/,v. 运输,Transport goods by truck.
2044,spectator,/spekˈteɪtə(r)/,n. 观众；旁观者,Thousands of spectators watched the game.
2045,predicate,/ˈpredɪkət/,n. 谓语 v. 断言,The verb is the predicate of the sentence.
2046,commend,/kəˈmend/,v. 称赞；表彰,We commend his hard work.
2047,dress up,/dres ʌp/,打扮；盛装,Let’s dress up for the party.
2048,midway,/ˌmɪdˈweɪ/,adv./adj. 中途；中间的,We stopped midway for a rest.
2049,anxiety,/æŋˈzaɪəti/,n. 焦虑；不安,He suffered from great anxiety.
2050,voucher,/ˈvaʊtʃə(r)/,n. 代金券；凭证,Use this voucher for a discount.
2051,special,/ˈspeʃl/,adj. 特别的；专门的,It’s a special offer today.
2052,check out,/tʃek aʊt/,退房；结账离开,Please check out before 12.
2053,execute,/ˈeksɪkjuːt/,v. 执行；实施,Execute the plan carefully.
2054,toxic,/ˈtɒksɪk/,adj. 有毒的；有害的,The gas is highly toxic.
2055,receptive,/rɪˈseptɪv/,adj. 乐于接受的,She is receptive to new ideas.
2056,forgery,/ˈfɔːdʒəri/,n. 伪造；伪造品,He was arrested for forgery.
2057,board,/bɔːd/,n. 板；董事会 v. 上（车/船/机）,Board the plane now.
2058,fascinate,/ˈfæsɪneɪt/,v. 使着迷,The story fascinates me.
2059,hazard,/ˈhæzəd/,n. 危险；隐患,Smoking is a health hazard.
2060,assistant,/əˈsɪstənt/,n. 助理；助手,He works as a manager’s assistant.
2061,fragile,/ˈfrædʒaɪl/,adj. 易碎的；脆弱的,This package is fragile.
2062,organize,/ˈɔːɡənaɪz/,v. 组织；安排,Organize a meeting for tomorrow.
2063,deny,/dɪˈnaɪ/,v. 否认；拒绝,He denied the accusation.
2064,negatively,/ˈneɡətɪvli/,adv. 负面地；消极地,It affects him negatively.
2065,graphic,/ˈɡræfɪk/,adj. 图解的；生动的,It is a graphic description.
2066,informal,/ɪnˈfɔːml/,adj. 非正式的,We had an informal talk.
2067,vigorous,/ˈvɪɡərəs/,adj. 精力充沛的；强劲的,He is a vigorous young man.
2068,enable,/ɪˈneɪbl/,v. 使能够；使成为可能,This tool enables fast work.
2069,keep in mind,/kiːp ɪn maɪnd/,记住,Keep in mind the safety rules.
2070,hospitalize,/ˈhɒspɪtəlaɪz/,v. 送医治疗；住院,He was hospitalized for a week.
2071,scandal,/ˈskændl/,n. 丑闻；流言蜚语,The politician was involved in a scandal.
2072,contract,/ˈkɒntrækt/,n. 合同；合约,Sign the contract today.
2073,dressing room,/ˈdresɪŋ ruːm/,n. 更衣室；化妆间,Go to the dressing room to change.
2074,impression,/ɪmˈpreʃn/,n. 印象；感想,He left a good impression.
2075,republic,/rɪˈpʌblɪk/,n. 共和国,It is a democratic republic.
2076,disposable,/dɪˈspəʊzəbl/,adj. 一次性的；可丢弃的,Use disposable gloves.
2077,temporary,/ˈtemprəri/,adj. 暂时的；临时的,This is a temporary solution.
2078,witness,/ˈwɪtnəs/,n. 目击者 v. 目击,A witness saw the accident.
2079,regret,/rɪˈɡret/,v./n. 后悔；遗憾,I regret my decision.
2080,persist in,/pəˈsɪst ɪn/,坚持,He persists in his opinion.
2081,browse,/braʊz/,v. 浏览；随意翻阅,Browse the website for information.
2082,in the midst of,/ɪn ðə mɪdst ɒv/,在……当中,We are in the midst of a project.
2083,biography,/baɪˈɒɡrəfi/,n. 传记,I’m reading a biography of a writer.
2084,screw,/skruː/,n. 螺丝 v. 拧紧,Tighten the screw with a tool.
2085,check,/tʃek/,v./n. 检查；核对,Please check your answers.
2086,deflect,/dɪˈflekt/,v. 偏转；转移,The wall deflects the wind.
2087,concentrate,/ˈkɒnsntreɪt/,v. 集中；专注,Concentrate on your study.
2088,occasion,/əˈkeɪʒn/,n. 场合；时机,It’s a special occasion.
2089,cooperate,/kəʊˈɒpəreɪt/,v. 合作；配合,We cooperate with each other.
2090,lessen,/ˈlesn/,v. 减少；减轻,This will lessen the pain.
2091,recreation,/ˌrekriˈeɪʃn/,n. 娱乐；消遣,Reading is a good recreation.
2092,belt-tightening,/belt ˈtaɪtnɪŋ/,n. 紧缩开支；勒紧裤腰带,The company started belt-tightening.
2093,trail,/treɪl/,n. 小径；踪迹 v. 追踪,Hike along the forest trail.
2094,mail,/meɪl/,n. 邮件 v. 邮寄,Mail the letter today.
2095,succeed,/səkˈsiːd/,v. 成功；接替,Work hard and you will succeed.
2096,domestic,/dəˈmestɪk/,adj. 国内的；家庭的,It supports domestic markets.
2097,information,/ˌɪnfəˈmeɪʃn/,n. 信息；资料,Collect useful information.
2098,exhibition,/ˌeksɪˈbɪʃn/,n. 展览；展会,Visit the art exhibition.
2099,uphold,/ʌpˈhəʊld/,v. 维护；坚持,Uphold justice and law.
2100,jobless,/ˈdʒɒbləs/,adj. 失业的,Many people are jobless now.
2101,depart,/dɪˈpɑːt/,v. 离开；出发,The train will depart soon.
2102,take care,/teɪk keə(r)/,小心；保重,Take care when you cross the street.
2103,cargo,/ˈkɑːɡəʊ/,n. 货物,The ship carries heavy cargo.
2104,advert,/ədˈvɜːt/,n. 广告,Put an advert in the newspaper.
2105,undergo,/ˌʌndəˈɡəʊ/,v. 经历；遭受,He will undergo surgery.
2106,hospitality,/ˌhɒspɪˈtæləti/,n. 好客；款待,Thank you for your warm hospitality.
2107,registration,/ˌredʒɪˈstreɪʃn/,n. 登记；注册,Complete your registration online.
2108,outweigh,/ˌaʊtˈweɪ/,v. 超过；比……更重要,The benefits outweigh the risks.
2109,faithfully,/ˈfeɪθfəli/,adv. 忠实地；如实地,Yours faithfully (信尾敬语).
2110,power,/ˈpaʊə(r)/,n. 力量；权力；电力,Turn off the power first.
2111,license,/ˈlaɪsns/,n. 许可证；执照 v. 许可,He has a driving license.
2112,flyer,/ˈflaɪə(r)/,n. 传单；飞行员,Hand out these flyers on the street.
2113,bargain,/ˈbɑːɡən/,n. 便宜货；交易 v. 讨价还价,It’s a real bargain.
2114,peak,/piːk/,n. 顶峰；山峰 adj. 高峰的,Traffic is heavy at peak hours.
2115,gasp,/ɡɑːsp/,v./n. 喘气；倒抽气,She gasped at the sight.
2116,seldom,/ˈseldəm/,adv. 很少；不常,He seldom eats breakfast.
2117,envelope,/ˈenvələʊp/,n. 信封；包裹,Seal the envelope tightly.
2118,respond,/rɪˈspɒnd/,v. 回应；作出反应,Please respond to the email.
2119,evident,/ˈevɪdənt/,adj. 明显的；显而易见的,It is evident that he is right.
2120,popular,/ˈpɒpjələ(r)/,adj. 受欢迎的；流行的,The song is very popular.
2121,urge,/ɜːdʒ/,v. 敦促；力劝 n. 强烈欲望,I urge you to reconsider.
2122,accumulate,/əˈkjuːmjəleɪt/,v. 积累；积聚,Dust will accumulate over time.
2123,critical,/ˈkrɪtɪkl/,adj. 关键的；批判的,This is a critical moment.
2124,evade,/ɪˈveɪd/,v. 逃避；规避,He tried to evade the question.
2125,subscribe,/səbˈskraɪb/,v. 订阅；认购,Subscribe to the magazine.
2126,motorist,/ˈməʊtərɪst/,n. 驾车者；司机,The motorist stopped for a rest.
2127,cuisine,/kwɪˈziːn/,n. 烹饪；菜肴,French cuisine is world-famous.
2128,distress,/dɪˈstres/,n. 痛苦；危难 v. 使忧伤,She was in great distress.
2129,run into,/rʌn ˈɪntu/,偶遇；撞上,I ran into an old friend today.
2130,infringe,/ɪnˈfrɪndʒ/,v. 侵犯；违反,Do not infringe copyright.
2131,newscast,/ˈnjuːzkɑːst/,n. 新闻广播,Watch the evening newscast.
2132,reverse,/rɪˈvɜːs/,v. 反转；颠倒 adj. 相反的,Press the button to reverse direction.
2133,perform,/pəˈfɔːm/,v. 表演；执行,The band will perform tonight.
2134,medication,/ˌmedɪˈkeɪʃn/,n. 药物；药物治疗,Take your medication on time.
2135,affirm,/əˈfɜːm/,v. 肯定；证实,He affirmed his support.
2136,probably,/ˈprɒbəbli/,adv. 大概；很可能,It will probably rain.
2137,accelerate,/əkˈseləreɪt/,v. 加速；促进,The car began to accelerate.
2138,unfair,/ˌʌnˈfeə(r)/,adj. 不公平的,The rule is unfair to students.
2139,replenish,/rɪˈplenɪʃ/,v. 补充；重新装满,Replenish the water supply.
2140,legible,/ˈledʒəbl/,adj. 清晰的；易读的,Your handwriting is legible.
2141,gadget,/ˈɡædʒɪt/,n. 小器具；小装置,He likes electronic gadgets.
2142,asset,/ˈæset/,n. 资产；优点,Knowledge is a valuable asset.
2143,stake,/steɪk/,n. 股份；赌注 v. 下注,He has a stake in the company.
2144,customs,/ˈkʌstəmz/,n. 海关；关税,Go through customs at the airport.
2145,collect,/kəˈlekt/,v. 收集；募捐,Collect the papers after class.
2146,tendency,/ˈtendənsi/,n. 趋势；倾向,There is a tendency to rise.
2147,batch,/bætʃ/,n. 一批；一组,A new batch of products arrived.
2148,send out,/send aʊt/,发出；分发,Send out the invitations.
2149,ongoing,/ˈɒnɡəʊɪŋ/,adj. 进行中的；持续的,The project is ongoing.
2150,bother,/ˈbɒðə(r)/,v. 打扰；费心 n. 麻烦,Don’t bother him now.
2151,defy,/dɪˈfaɪ/,v. 违抗；藐视,He chose to defy the order.
2152,athletic,/æθˈletɪk/,adj. 运动的；健壮的,He is an athletic young man.
2153,stylish,/ˈstaɪlɪʃ/,adj. 时髦的；有格调的,She wears stylish clothes.
2154,recommendation,/ˌrekəmenˈdeɪʃn/,n. 推荐；建议,Follow my recommendation.
2155,at the speed of,/æt ðə spiːd ɒv/,以……的速度,The plane flies at the speed of sound.
2156,supervise,/ˈsuːpəvaɪz/,v. 监督；管理,Supervise the construction work.
2157,reap,/riːp/,v. 收获；获得,You reap what you sow.
2158,take off,/teɪk ɒf/,起飞；脱下,The plane will take off soon.
2159,cooperation,/kəʊˌɒpəˈreɪʃn/,n. 合作；协作,Thank you for your cooperation.
2160,enclose,/ɪnˈkləʊz/,v. 附上；围住,I enclose a check with this letter.
2161,catchy,/ˈkætʃi/,adj. 悦耳易记的；引人注意的,The song has a catchy tune.
2162,despite,/dɪˈspaɪt/,prep. 尽管；不管,He went out despite the rain.
2163,consist,/kənˈsɪst/,v. 由……组成；在于,The team consists of five members.
2164,staple,/ˈsteɪpl/,n. 主食；主要产品 adj. 主要的,Rice is a staple food in Asia.
2165,polish,/ˈpɒlɪʃ/,v. 擦亮；润色 n. 抛光剂,Polish your essay before handing it in.
2166,ensure,/ɪnˈʃʊə(r)/,v. 确保；保证,Ensure your safety first.
2167,facilitate,/fəˈsɪlɪteɪt/,v. 促进；使便利,This tool facilitates the work.
2168,in operation,/ɪn ˌɒpəˈreɪʃn/,在运行中；生效,The system is in operation.
2169,flexible,/ˈfleksəbl/,adj. 灵活的；柔韧的,We have a flexible schedule.
2170,runny,/ˈrʌni/,adj. 流鼻涕的；流动的,I have a runny nose.
2171,firm,/fɜːm/,adj. 坚定的；牢固的 n. 公司,He gave a firm promise.
2172,authorize,/ˈɔːθəraɪz/,v. 授权；批准,The manager authorized the payment.
2173,look over,/lʊk ˈəʊvə(r)/,检查；浏览,Look over your homework carefully.
2174,static,/ˈstætɪk/,adj. 静止的；静态的,The image is static.
2175,consult,/kənˈsʌlt/,v. 咨询；查阅,Consult a doctor for advice.
2176,be close to,/bi kləʊz tu/,接近；靠近,The station is close to my home.
2177,inexpensive,/ˌɪnɪkˈspensɪv/,adj. 便宜的；不贵的,It’s an inexpensive restaurant.
2178,download,/ˌdaʊnˈləʊd/,v./n. 下载,Download the file from the website.
2179,favorable,/ˈfeɪvərəbl/,adj. 有利的；赞同的,We received a favorable response.
2180,custody,/ˈkʌstədi/,n. 保管；监护；拘留,The suspect is in police custody.
2181,tight,/taɪt/,adj. 紧的；拮据的,The schedule is very tight.
2182,give away,/ɡɪv əˈweɪ/,赠送；泄露,He gave away the secret.
2183,minor,/ˈmaɪnə(r)/,adj. 较小的；次要的,It is only a minor problem.
2184,spacious,/ˈspeɪʃəs/,adj. 宽敞的,The room is bright and spacious.
2185,exclusion,/ɪkˈskluːʒn/,n. 排除；排斥,His exclusion from the team.
2186,symbolically,/sɪmˈbɒlɪkli/,adv. 象征性地,The act is symbolically important.
2187,influence,/ˈɪnfluəns/,n./v. 影响；感化,Friends influence our decisions.
2188,occur,/əˈkɜː(r)/,v. 发生；出现,The accident occurred at noon.
2189,inferior,/ɪnˈfɪəriə(r)/,adj. 较差的；下级的,This product is inferior to that one.
2190,pavement,/ˈpeɪvmənt/,n. 人行道；路面,Walk on the pavement.
2191,luggage,/ˈlʌɡɪdʒ/,n. 行李,I carried my luggage to the hotel.
2192,guideline,/ˈɡaɪdlaɪn/,n. 指导方针；准则,Follow the official guideline.
2193,prior to,/ˈpraɪə tu/,在……之前,Prepare prior to the meeting.
2194,exceed,/ɪkˈsiːd/,v. 超过；超出,Do not exceed the speed limit.
2195,ceremony,/ˈserəməni/,n. 仪式；典礼,Attend the opening ceremony.
2196,patch up,/pætʃ ʌp/,修补；和解,They patched up their quarrel.
2197,rear,/rɪə(r)/,n. 后部；尾部 adj. 后方的,The gate is at the rear of the building.
2198,digest,/daɪˈdʒest/ /ˈdaɪdʒest/,v. 消化；理解 n. 摘要,It takes time to digest the information.
2199,explain,/ɪkˈspleɪn/,v. 解释；说明,Please explain the rule again.
2200,overcome,/ˌəʊvəˈkʌm/,v. 克服；战胜,He overcame many difficulties.
2201,equal,/ˈiːkwəl/,adj. 相等的；平等的,One meter is equal to 100 centimeters.
2202,punctual,/ˈpʌŋktʃuəl/,adj. 准时的,Please be punctual for class.
2203,conceal,/kənˈsiːl/,v. 隐藏；隐瞒,He tried to conceal his feelings.
2204,subsidiary,/səbˈsɪdiəri/,n. 子公司 adj. 辅助的,This is a subsidiary of the group.
2205,unbiased,/ʌnˈbaɪəst/,adj. 公正的；无偏见的,We need an unbiased judgment.
2206,pay a visit to,/peɪ ə ˈvɪzɪt tu/,拜访；参观,I will pay a visit to my grandma.
2207,hallway,/ˈhɔːlweɪ/,n. 走廊；门厅,Wait for me in the hallway.
2208,remove,/rɪˈmuːv/,v. 移开；去除,Remove your shoes before entering.
2209,portable,/ˈpɔːtəbl/,adj. 便携的；手提的,It is a portable speaker.
2210,bookcase,/ˈbʊkkeɪs/,n. 书柜；书架,The books are on the bookcase.
2211,feat,/fiːt/,n. 功绩；技艺,It is an amazing feat of strength.
2212,artificial,/ˌɑːtɪˈfɪʃl/,adj. 人造的；人工的,This is artificial intelligence.
2213,trade,/treɪd/,n. 贸易；行业 v. 交易,International trade is growing fast.
2214,renowned,/rɪˈnaʊnd/,adj. 著名的；有声望的,He is a renowned scientist.
2215,follow,/ˈfɒləʊ/,v. 跟随；遵循,Please follow the rules.
2216,recommend,/ˌrekəˈmend/,v. 推荐；建议,I recommend this book to you.
2217,in the wake of,/ɪn ðə weɪk ɒv/,随着……而来；紧随,Problems came in the wake of the storm.
2218,fulfill,/fʊlˈfɪl/,v. 履行；实现,He fulfilled his promise.
2219,jury,/ˈdʒʊəri/,n. 陪审团；评判委员会,The jury reached a verdict.
2220,revaluation,/ˌriːvæljuˈeɪʃn/,n. 重估；升值,Currency revaluation affects exports.
2221,state of the art,/ˌsteɪt ɒv ði ˈɑːt/,adj. 最先进的；顶尖水准的,It uses state of the art technology.
2222,overdraw,/ˌəʊvəˈdrɔː/,v. 透支,Do not overdraw your bank account.
2223,mold,/məʊld/,n. 模具；霉菌 v. 塑造,The plastic is poured into a mold.
2224,result from,/rɪˈzʌlt frəm/,由……造成,The accident resulted from carelessness.
2225,invite,/ɪnˈvaɪt/,v. 邀请,We invite you to the party.
2226,consultation,/ˌkɒnslˈteɪʃn/,n. 咨询；磋商,Have a consultation with a lawyer.
2227,nutrition,/njuˈtrɪʃn/,n. 营养,Good nutrition keeps you healthy.
2228,obey,/əʊˈbeɪ/,v. 服从；遵守,Obey the traffic laws.
2229,allow,/əˈlaʊ/,v. 允许,They allow smoking here.
2230,vacant,/ˈveɪkənt/,adj. 空的；空缺的,There is a vacant seat.
2231,infection,/ɪnˈfekʃn/,n. 感染；传染,The wound caused an infection.
2232,expedite,/ˈekspədaɪt/,v. 加速；加快,We need to expedite the process.
2233,immediate,/ɪˈmiːdiət/,adj. 立即的；直接的,Take immediate action.
2234,tariff,/ˈtærɪf/,n. 关税,They imposed a new tariff.
2235,undervalue,/ˌʌndəˈvæljuː/,v. 低估；看轻,Don’t undervalue your ability.
2236,enroll,/ɪnˈrəʊl/,v. 注册；报名,Enroll in the course online.
2237,order,/ˈɔːdə(r)/,n. 订单；顺序 v. 订购,Place an order for food.
2238,divert,/daɪˈvɜːt/,v. 转移；使转向,Divert traffic to another road.
2239,congress,/ˈkɒŋɡres/,n. 国会；代表大会,The bill passed Congress.
2240,appraisal,/əˈpreɪzl/,n. 评估；评价,Staff performance appraisal.
2241,classified,/ˈklæsɪfaɪd/,adj. 机密的；分类的,It is a classified document.
2242,rally,/ˈræli/,n./v. 集会；团结,People held a peace rally.
2243,threshold,/ˈθreʃhəʊld/,n. 门槛；临界点,Income has reached a threshold.
2244,seminar,/ˈsemɪnɑː(r)/,n. 研讨会,Attend a business seminar.
2245,correspond,/ˌkɒrəˈspɒnd/,v. 符合；通信,His actions correspond to his words.
2246,theory,/ˈθɪəri/,n. 理论,This is a scientific theory.
2247,lone,/ləʊn/,adj. 独自的；孤单的,A lone traveler on the road.
2248,detach,/dɪˈtætʃ/,v. 拆卸；分离,Detach the cable from the machine.
2249,thrift,/θrɪft/,n. 节俭；节约,Thrift is a good virtue.
2250,system,/ˈsɪstəm/,n. 系统；制度,The computer system works well.
2251,primary,/ˈpraɪməri/,adj. 主要的；初级的,This is the primary reason.
2252,uncontrolled,/ˌʌnkənˈtrəʊld/,adj. 不受控制的,Uncontrolled fire spread quickly.
2253,change,/tʃeɪndʒ/,v./n. 改变；变化,We need a change of plan.
2254,by wire,/baɪ ˈwaɪə(r)/,通过电汇；用电线,Payment can be made by wire.
2255,operation,/ˌɒpəˈreɪʃn/,n. 操作；手术,The operation was successful.
2256,mediate,/ˈmiːdieɪt/,v. 调解；斡旋,Police mediate the dispute.
2257,superior,/suːˈpɪəriə(r)/,adj. 优越的；上级的,This product is superior to others.
2258,expertise,/ˌekspɜːˈtiːz/,n. 专业知识；专长,He has great technical expertise.
2259,insist,/ɪnˈsɪst/,v. 坚持,I insist on my opinion.
2260,lounge,/laʊndʒ/,n. 休息室；候机厅,Wait in the airport lounge.
2261,necessary,/ˈnesəsəri/,adj. 必要的,It is necessary to study hard.
2262,breach,/briːtʃ/,n./v. 违反；破坏,He breached the contract.
2263,presumably,/prɪˈzjuːməbli/,adv. 大概；据推测,"Presumably, he is already here."
2264,keep an eye on,/kiːp ən aɪ ɒn/,留意；照看,Keep an eye on the children.
2265,dial tone,/ˈdaɪəl təʊn/,n. 拨号音,I heard a dial tone on the phone.
2266,event,/ɪˈvent/,n. 事件；活动,The sports event starts tomorrow.
2267,inherit,/ɪnˈherɪt/,v. 继承,He inherited a large fortune.
2268,concern,/kənˈsɜːn/,n./v. 担心；涉及,I feel concern for his safety.
2269,flow,/fləʊ/,v./n. 流动,Water flows down the river.
2270,acquaint,/əˈkweɪnt/,v. 使熟悉；告知,Acquaint yourself with the rules.
2271,restrict,/rɪˈstrɪkt/,v. 限制；约束,Restrict access to the area.
2272,be faithful to,/bi ˈfeɪθfl tu/,对……忠诚,Be faithful to your promise.
2273,feature,/ˈfiːtʃə(r)/,n. 特征；特色 v. 以……为特色,The car has many new features.
2274,replace,/rɪˈpleɪs/,v. 替换；取代,Replace the old battery.
2275,memo,/ˈmeməʊ/,n. 备忘录,Write a memo for the meeting.
2276,predict,/prɪˈdɪkt/,v. 预测；预言,We cannot predict the future.
2277,urgent,/ˈɜːdʒənt/,adj. 紧急的,It is an urgent message.
2278,addictive,/əˈdɪktɪv/,adj. 使人上瘾的,The drug is highly addictive.
2279,hacker,/ˈhækə(r)/,n. 黑客,A hacker attacked the website.
2280,rare,/reə(r)/,adj. 稀有的；罕见的,This is a rare animal.
2281,diagnose,/ˈdaɪəɡnəʊz/,v. 诊断,Doctors diagnose the disease.
2282,aspire,/əˈspaɪə(r)/,v. 渴望；立志,He aspires to be a doctor.
2283,compliment,/ˈkɒmplɪmənt/,n./v. 赞美；恭维,I compliment her on her work.
2284,modify,/ˈmɒdɪfaɪ/,v. 修改；调整,Modify the plan slightly.
2285,task,/tɑːsk/,n. 任务,Finish the task on time.
2286,entitle,/ɪnˈtaɪtl/,v. 使享有权利；给……命名,You are entitled to a refund.
2287,outgoing,/ˈaʊtɡəʊɪŋ/,adj. 外向的；即将离职的,She is an outgoing person.
2288,remain,/rɪˈmeɪn/,v. 保持；剩余,Please remain silent.
2289,part time,/pɑːt taɪm/,adj./adv. 兼职的,She has a part time job.
2290,responsible,/rɪˈspɒnsəbl/,adj. 负责的,He is responsible for the project.
2291,dissuade,/dɪˈsweɪd/,v. 劝阻,I tried to dissuade him from going.
2292,quality,/ˈkwɒləti/,n. 质量；品质,We focus on product quality.
2293,barely,/ˈbeəli/,adv. 几乎不；勉强,He barely passed the exam.
2294,address,/əˈdres/,v. 处理；演讲 n. 地址,We must address the problem.
2295,disposition,/ˌdɪspəˈzɪʃn/,n. 性格；安排,He has a gentle disposition.
2296,attempt,/əˈtempt/,n./v. 尝试；企图,Make an attempt to solve it.
2297,levy,/ˈlevi/,v./n. 征收；征税,Levy a tax on luxury goods.
2298,attractive,/əˈtræktɪv/,adj. 有吸引力的,The offer is very attractive.
2299,resign,/rɪˈzaɪn/,v. 辞职,He decided to resign from his post.
